0	0.89
1	0.11133333333333333
2	0.12533333333333332
3	0.021333333333333333
4	0.7253333333333333
5	0.20066666666666666
6	0.10466666666666666
7	0.8193333333333334
8	0.5599999999999999
9	0.996
10	0.834
11	0.5499999999999999
12	0.8013333333333333
13	0.43466666666666665
14	0.5459999999999999
15	0.49266666666666664
16	0.4593333333333333
17	0.022
18	0.584
19	0.25866666666666666
20	0.718
21	0.186
22	0.019333333333333334
23	0.71
24	0.6093333333333333
25	0.40199999999999997
26	0.9673333333333333
27	0.9706666666666667
28	0.312
29	0.574
30	0.7186666666666667
31	0.782
32	0.3893333333333333
33	0.5946666666666667
34	0.6566666666666666
35	0.007333333333333333
36	0.154
37	0.6626666666666666
38	0.29333333333333333
39	0.9933333333333333
40	0.6066666666666667
41	0.592
42	0.4973333333333333
43	0.5073333333333333
44	0.534
45	0.222
46	0.2826666666666667
47	0.8873333333333333
48	0.8966666666666666
49	0.7113333333333333
50	0.2806666666666667
51	0.07266666666666667
52	0.2693333333333333
53	0.5686666666666667
54	0.6973333333333334
55	0.282
56	0.9273333333333333
57	0.9193333333333333
58	0.106
59	0.37866666666666665
60	0.816
61	0.8266666666666667
62	0.39266666666666666
63	0.15466666666666667
64	0.8286666666666667
65	0.39866666666666667
66	0.8326666666666667
67	0.146
68	0.3
69	0.9153333333333333
70	0.42
71	0.33999999999999997
72	0.8446666666666667
73	0.44266666666666665
74	0.4433333333333333
75	0.874
76	0.9039999999999999
77	0.30733333333333335
78	0.10666666666666666
79	0.13799999999999998
80	0.49133333333333334
81	0.25066666666666665
82	0.636
83	0.9913333333333333
84	0.020666666666666667
85	0.626
86	0.6659999999999999
87	0.6293333333333333
88	0.050666666666666665
89	0.7126666666666667
90	0.65
91	0.364
92	0.706
93	0.942
94	0.30333333333333334
95	0.654
96	0.09266666666666666
97	0.12333333333333332
98	0.002
99	0.714
100	0.8059999999999999
101	0.20666666666666667
102	0.308
103	0.014666666666666666
104	0.33066666666666666
105	0.23466666666666666
106	0.23666666666666666
107	0.45066666666666666
108	0.11933333333333333
109	0.46199999999999997
110	0.7033333333333333
111	0.9326666666666666
112	0.6353333333333333
113	0.7286666666666667
114	0.98
115	0.14666666666666667
116	0.488
117	0.9133333333333333
118	0.3153333333333333
119	0.25666666666666665
120	0.23199999999999998
121	0.7146666666666667
122	0.5273333333333333
123	0.13066666666666665
